player,rating
Peter Malnati,2.346837175616642
Spencer Levin,2.3464131134757413
Joseph Dean,2.344685471689395
Camilo Villegas,2.3389907971496546
Michael Thompson,2.3375835038626818
Jonas Blixt,2.3353448752423542
Patton Kizzire,2.328179868972624
Bernhard Langer,2.3208730447111514
Norman Xiong,2.320807256728995
George Cunningham,2.3195180575942365
John Kimbell,2.318006384782682
Mark Hubbard,2.315920250334469
Anders Hansen,2.3138298845240843
Ernie Els,2.31306633488439
Zac Blair,2.3125083020933817
Willy Wilcox,2.306801693496038
Seung-yul Noh,2.3028131308683606
Chris Baker,2.29898875089018
Blayne Barber,2.296832077395832
Jorge Fernandez-Valdes,2.296425067379021
Michael D. Smith,2.294698145329666
Hunter Mahan,2.292792802735324
Dylan Meyer,2.2909789222456354
Josh Teater,2.289777867259851
Fabian Gomez,2.2890465515883514
Robert Karlsson,2.2857471102904174
Cameron Percy,2.284518841313697
Ryan Brehm,2.283137145292717
Mikko Korhonen,2.280343560625894
Seamus Power,2.2767394325924495
Richie Ramsay,2.276337826305423
Chris Stroud,2.2728785800455156
Drew Weaver,2.2699242887676916
Boo Weekley,2.2695661050627365
Robert Garrigus,2.2686310006325447
Tim Wilkinson,2.267041002319459
Kyle Reifers,2.266342270514012
Jason Allred,2.2631222585735147
Hank Lebioda,2.2608899386193624
KK Limbhasut,2.260719072266521
Chase Wright,2.260083992894125
Tyrone Van Aswegen,2.2538130623306762
Chip McDaniel,2.2443133181154598
Yosuke Asaji,2.2436661770949513
Brad Elder,2.24030313742939
Scott Hend,2.239483151536493
Brendon Todd,2.233922738338698
Vijay Singh,2.233784970972371
Julian Etulain,2.230968411197842
Ricky Barnes,2.225780731061907
Martin Flores,2.221830307418773
Shubhankar Sharma,2.2209175100787957
Kyung Kim,2.219131103634713
Stephen Stallings Jr.,2.218108846777276
Wes Roach,2.217944671064395
Doug Ghim,2.212578135898452
Matt Gilchrest,2.211107270628275
T.J. Vogel,2.208958861195354
Rob Oppenheim,2.2030864977174334
David Lipsky,2.202900945872601
Brandt Jobe,2.197975294116525
Michael Putnam,2.1919807266972384
Jonathan Byrd,2.1898798973645173
Kyung-tae Kim,2.187426830191656
Sebastian Cappelen,2.1872308207706017
Thomas Bjorn,2.1850130792240083
Alejandro Canizares,2.184549994808304
Fabrizio Zanotti,2.18336481003788
Sam Brazel,2.1825451461883367
Marc Warren,2.17783685001474
Greyson Sigg,2.1776370817382764
Luke Guthrie,2.1748608884003544
Benjamin Silverman,2.17280751500845
Jose de Jesus Rodriguez,2.171854451786585
Brendon de Jonge,2.171725097955895
Bo Van Pelt,2.170165280461209
Scott Langley,2.1686559706997395
Jamie McLeary,2.1660232974060114
Geoff Ogilvy,2.162613654227828
George McNeill,2.1611079050256117
Morgan Hoffmann,2.1609728606527927
Anders Albertson,2.1585215197393506
Dominic Bozzelli,2.158471565304378
Franklin Corpening,2.157603403444611
John Parry,2.157307817796318
Andrew Coltart,2.1475349495687266
MJ Daffue,2.145115616968571
Davis Riley,2.1428490151791015
Steve Marino,2.1413660862204935
Peter Tomasulo,2.1386747815163165
Gaganjeet Bhullar,2.1271143350054844
Stephen Gallacher,2.126241486268473
Wesley Bryan,2.120745998011176
Steve Pate,2.119201736389327
Andy Pope,2.116458814775983
Scott Pinckney,2.1108541621435655
Marcus Kinhult,2.110848705550761
Rhys Enoch,2.108246341999222
Poom Saksansin,2.104293991541069
Billy Hurley III,2.103422869705722
Tim Clark,2.102406381218953
Sam Saunders,2.0989064631477503
Roberto Diaz,2.0962023728290906
Jim Herman,2.0961980660181307
Steven Alker,2.0934486974909565
Mark Foster,2.092930770141822
Steve Elkington,2.092631292396585
Justin Leonard,2.0910207967692362
Rick Kulacz,2.0902814474537816
Paul McKechnie,2.088993616206325
Stephan Jaeger,2.0873932019502903
Robby Shelton,2.087247896450715
Alistair Presnell,2.0741124956894597
Mike Lorenzo-Vera,2.074044701638319
David Lynn,2.0713621903097517
Brett Stegmaier,2.067533272950843
D.J. Trahan,2.0626599109568184
Nick Price,2.059640335501674
Padraig Harrington,2.057660117391328
Ty Strafaci,2.05414842013561
Rafael Campos,2.049525744134094
Andrew Novak,2.0470958948687605
Dawie van der Walt,2.046800978981766
Alex Kang,2.044604172691326
Jazz Janewattananond,2.0443119567389934
Ted Potter Jr.,2.0436937734321146
Charlie Danielson,2.04104380135556
Jim Knous,2.0407222723083454
Matteo Manassero,2.039197724926546
Luis Gagne,2.037298665552173
Bradley Dredge,2.0372772148707043
Clement Sordet,2.028400415171976
Thomas Aiken,2.027499124836227
Michael Allen,2.0255952204174967
Lucas Bjerregaard,2.0184478979335223
Erik Compton,2.0183608289665886
Conrad Shindler,2.0173173506202446
Max Homa,2.017033268751098
Paul Dunne,2.0107249100183937
Alvaro Ortiz,2.007126215698503
Nino Bertasio,2.0066619828106007
David Branshaw,2.004781955962611
Gareth Wright,2.003512741764094
Kevin Sutherland,2.003231649367814
Tom Gillis,2.0010869578084103
Yoshinori Fujimoto,1.9983342056524058
Lee McCoy,1.9971100503690256
Mikko Ilonen,1.9969439510378533
Roger Sloan,1.9923401916609655
Young-han Song,1.9877882543480505
Steve Wheatcroft,1.9867109204676123
Tom Lovelady,1.9864855361395004
J.J. Henry,1.9835100065924138
Charlie Wi,1.9794809198720211
Kelly Kraft,1.9777436405242979
Alex Prugh,1.976052393137442
Paul Lawrie,1.9760080726275304
Stuart Appleby,1.9756060841843108
Jared du Toit,1.9755541342775234
Jon Curran,1.9752650159534146
Gonzalo Fernandez-Castano,1.9752514194786137
Chan Kim,1.9726224701224928
Jason Bohn,1.9688032210243271
Jake McLeod,1.9662230133610032
Nicolas Colsaerts,1.9609708292327555
Simon Khan,1.9582079574159192
Jinichiro Kozuma,1.957926898793966
Hunter Haas,1.9570276473910155
Colt Knost,1.9523396925641967
Adam Bland,1.9504834460675384
Thongchai Jaidee,1.948005585470306
Alexander Levy,1.9453504106369635
Miguel Angel Jimenez,1.9425799903268586
Tom Lehman,1.937711589288252
Derek Fathauer,1.9346007941451608
Anthony Kim,1.9300252597198169
Johnny Ruiz,1.9291817833878582
Hirofumi Miyase,1.9247861344028596
Sal Spallone,1.9225725229061887
Joseph Bramlett,1.9180747977305288
Whee Kim,1.9113558340598815
Andres Romero,1.9093076903722057
Oliver Fisher,1.9040189665714544
Will MacKenzie,1.900694016473293
Bob Estes,1.8986705300279099
Nick O'Hern,1.8933536417568986
Sam Horsfield,1.890758032717621
Mark D. Anderson,1.8899693287081722
Rob Labritz,1.888411965088169
Zander Lombard,1.8830333973326887
Sang-Moon Bae,1.8826549781394317
Tom Lewis,1.8821913934826728
James Driscoll,1.8705585056083396
Andres Gonzales,1.8697169067323376
Tag Ridings,1.8658170283710838
Ben Griffin,1.865717489830456
Kelvin Day,1.8616720572655303
Jason Scrivener,1.8593210576539259
Grant Leaver,1.85642083437262
Y.E. Yang,1.8563510914515047
Cullan Brown,1.8534975867236547
Richard H. Lee,1.8509123448033191
Curtis Luck,1.8467748394667516
Michael Kim,1.8451358000603064
Nicholas Lindheim,1.8449682966345744
A-Shun Wu,1.834563166380658
Chris Riley,1.82687303784955
Jonathan Garrick,1.8257597497438895
Davis Love III,1.825643833422669
Brad Fritsch,1.8253237358237078
Romain Wattel,1.8168358665083313
Justin Hicks,1.8151646132355461
Garrett Barber,1.8106473955261877
Aaron Rai,1.8097061609296579
Wes Homan,1.8085940930689333
Angel Cabrera,1.8085917978033028
John Merrick,1.8068543349728792
Cameron Wilson,1.8060002664654957
Jimmy Mullen,1.8053995342168505
Chad Collins,1.804604517879298
Ben Taylor,1.8036906174708096
Raphael Jacquelin,1.800396592179828
Brett Coletta,1.798735733776535
Jason Gore,1.7984188758964275
Felipe Aguilar,1.7954448050981877
Greg Owen,1.7950162838420445
Alvaro Quiros,1.786323956580505
Chase Parker,1.785089834762306
Ross McGowan,1.7842076508174718
Andrew Svoboda,1.7838699111713272
David Frost,1.7806551564528532
Hayden Shieh,1.778018880385087
Kent Bulle,1.7775433417087196
Greg Chalmers,1.7683396114047356
Doug LaBelle II,1.7664846032571067
Jeremy Gandon,1.7658810227824633
Gary Christian,1.7634730410159012
Briny Baird,1.7630754480497752
David May,1.7595300821529483
Steve LeBrun,1.7568736823417361
Doyeob Mun,1.753915418981385
Brian Davis,1.753742481682722
Hennie Otto,1.7489373675410549
Ken Duke,1.74565532180298
Sanghyun Park,1.737833367384995
Ryo Ishikawa,1.7361425366663212
Matthew Baldwin,1.7300735944673302
Dean Wilson,1.7209308138458588
Michael Connell,1.7192930433318856
Will Zalatoris,1.7189394142910974
Andrea Pavan,1.7185456825605385
Zack Sucher,1.7147560887478184
Ryuko Tokimatsu,1.71219424151294
Blake Adams,1.7114110662926891
Philip Eriksson,1.7103203549796024
Danny Wax,1.7065581357696127
Case Cochran,1.7044085851877073
Joe Durant,1.704077572526775
Steve Lewton,1.702494009084346
Michael Gligic,1.6977567487113612
Chris Couch,1.6976166748640653
Matt Every,1.696839312056924
Oscar Fraustro,1.6929841993459793
Lucas Herbert,1.6928590318694248
Mark Wilson,1.6870781174796206
Gareth Maybin,1.678855333546265
Eddie Olson,1.6776353170942142
Shugo Imahira,1.674065369895485
Scott Vincent,1.672545809691806
Adilson Da Silva,1.6660096514172251
D.A. Points,1.6609678189559813
J.P. Hayes,1.6603438901034224
Kevin Dougherty,1.6569467759435499
Koumei Oda,1.6534601497878971
Cody Gribble,1.651245367352512
Grady Brame Jr.,1.648818032015557
Yuta Ikeda,1.647460387044173
Adrian Otaegui,1.6431913022524165
Jonathan Randolph,1.6398462773529339
Sebastian Vazquez,1.6301705318720485
Rod Pampling,1.6213952713605737
Aron Price,1.617620697940325
Chris Naegel,1.611013558500383
Joey Garber,1.6098049994966959
Casey Wittenberg,1.6087751145766775
Carl Pettersson,1.6079441661284886
Hiroshi Iwata,1.6038127983269876
Martin Piller,1.6035740453466085
Rhein Gibson,1.602216435982505
David Lawrence,1.598730646418223
Rikard Karlberg,1.5937657481600844
Cory Renfrew,1.5928672355521036
Peter Whiteford,1.5902814474537843
John Singleton,1.5889936162063165
Jeff Quinney,1.5867358637093778
Sahith Theegala,1.5860853188177
Kyle Suppa,1.5837998613639084
Oliver Goss,1.5819797503209443
Brian Campbell,1.577894972074572
Bill Lunde,1.5777638046735016
Cyril Bouniol,1.5733803378682087
Tom Pernice Jr,1.5732543917823136
Tyler Aldridge,1.571846925559857
Matt Marshall,1.5634946318166605
Peter Hedblom,1.5598123474900207
Jason Norris,1.558154732820975
Connor Syme,1.5530647139351719
Phillip Choi,1.5483098001911366
Shaun Norris,1.5420897083274445
Marcus Fraser,1.541480390008719
Kent Jones,1.527978787706975
Eric Chun,1.5268870846186104
Wesley McClain,1.5234818376183947
Erick Justesen,1.5223208470903902
Sung Joon Park,1.5206390831142274
Warren Bennett,1.5185442136291838
Juvic Pagunsan,1.5163831836631092
Kevin Stadler,1.5116517997714611
Billy Mayfair,1.504160054073246
Peter Senior,1.5037646170047847
John Mallinger,1.5023592672113288
Corey Pavin,1.4973563300625954
Chris Williams,1.495190543178003
David Pastore,1.4899138429012218
Michael Gellerman,1.4857896143241625
Richard Scott,1.4851095923899686
Wade Ormsby,1.4842368113750077
Seunghyuk Kim,1.4813620695180645
David Skinns,1.4808573035834773
Richard Lee,1.4793007893073524
Nicholas Thompson,1.473060130814848
Garrett Willis,1.4674625070568013
Brady Schnell,1.461825607805218
Jeff Maggert,1.4532669080510974
John Catlin,1.447919509579627
Brett Quigley,1.4468250651433867
Ryan Helminen,1.4466033544164885
Clayton Rask,1.4440950597841118
Randall Hutchison,1.441184891430944
Ryuji Imada,1.4357212245743087
Woody Austin,1.4353436406654247
Stephen Ames,1.4341930202728237
Adri Arnaus,1.430897097164726
Kenny Perry,1.4268045174043293
Scott Gutschewski,1.4247644557636443
Dan Obremski,1.4223055628317596
Aaron Townsend,1.4212357615999154
Brady Watt,1.4109727518053674
Richard Jung,1.4030903563060833
Jarrod Lyle,1.4009815107489125
Robert Rock,1.3968237287453338
Hyung-Sung Kim,1.3965866013704038
Joel Stalter,1.395337511350876
Nathan Green,1.3936976562418837
Bio Kim,1.3878228592781197
Tim Herron,1.386098565927148
Jeev Milkha Singh,1.3835511353332444
Joey McLister,1.3819248438649872
Jay Woodson,1.3779963171157739
Trevor Immelman,1.3704577780210876
Matthew Short,1.3687378373505454
Andre Stolz,1.3633520738627922
James Nitties,1.3626179495836843
Hayden Buckley,1.3610382314636198
Dicky Pride,1.3597077705048957
Lee Williams,1.3559964097514892
Rodolfo Cazaubon,1.3557287114169179
Chris Tidland,1.3537973486920019
Yuki Inamori,1.35291827062078
Nick Mason,1.3473622275291075
John Rollins,1.3453913471164949
Toshinori Muto,1.3431103721949456
Garth Mulroy,1.3429876822164415
Shane Bertsch,1.339560650731678
Bronson La'Cassie,1.3369422952071939
Ryan Ruffels,1.335479149531256
"Jerry Richardson, Jr.",1.334750103439758
Jay Williamson,1.3306781657340565
Jack Maguire,1.3255469375380555
Kyle Jones,1.3242700261145675
Zecheng Dou,1.322117823826425
Thomas Birdsey,1.3199916044695763
WC Liang,1.3195525679428384
Vince Covello,1.3153293997948892
Neil Schietekat,1.311574540273889
Michio Matsumura,1.3097796442344076
Daniel Miernicki,1.3073528381159591
Charles Warren,1.2982749856751568
Lee Janzen,1.2974820392518516
David Mathis,1.2968881892780317
Marco Dawson,1.2968336301058636
Chandler Phillips,1.2910785904786028
Jean-Francois Lucquin,1.290682439394192
Ben Leong,1.2882987978837572
Ethan Tracy,1.2882833482539802
Eric Axley,1.2861523981168332
Richard Sterne,1.2806597911404387
Miguel Angel Carballo,1.2788143782174468
Taylor Moore,1.276989137365001
Broc Everett,1.2768444365819422
Mark Anguiano,1.276814908978476
Justin Suh,1.2744939016940353
Rocco Mediate,1.274482905635193
Oscar Floren,1.267961907367484
Wen-Chong Liang,1.2578408941224801
Chris Paisley,1.2570532973169373
Seth Reeves,1.2531102785940562
Glen Day,1.2450827892134306
Joe Ogilvie,1.2406540590334654
Hyungjoon Lee,1.2396065066008113
Fred Funk,1.2363199152193647
Ryan McClintock,1.2353558454803486
Adam Cornelson,1.2330189585439721
Tyson Alexander,1.230926483011111
Alexander Bjork,1.2280573076770296
Tommy Gainey,1.2268894596772166
Nate Smith,1.2221130960704012
Peter Gustafsson,1.2212538933504695
Daniel Barbetti,1.221253893350453
Arjun Atwal,1.2210074165379488
Ben Kohles,1.2198548388909893
Scott Dunlap,1.2158206572572718
Paul Stankowski,1.215351532588473
James Kingston,1.208879088505587
Michael Sim,1.2079212644133932
Chris DiMarco,1.2074421072894685
Fredrik Andersson Hed,1.2003569322214438
Heath Slocum,1.1996125166483327
Byron Smith,1.197101415520399
Adam Hart,1.194280911100841
Michael Bradley,1.1896041075889232
J.J. Killeen,1.1844618522941095
Rick Lamb,1.1839051486698466
Paul Goydos,1.1835367905400749
Harrison Frazar,1.1832540738570327
Alexandre Rocha,1.179726986638701
Ben Curtis,1.1779809206540766
Brett Drewitt,1.171213916963897
Jeff Klauk,1.1584012099807217
Richard McEvoy,1.1557541365084587
John Ellis,1.1457277927786933
Mikumu Horikawa,1.1410725909393555
Michael Letzig,1.1401960366241717
Andrew Loupe,1.137190759355506
Kris Blanks,1.1365132169363168
Gavin Coles,1.1224190654847646
Satoshi Kodaira,1.1217469658232342
Jbe' Kruger,1.1177331809097213
Tim Petrovic,1.1176553878788484
Lance Lopez,1.1158157783853193
Kirk Triplett,1.1136096690559167
Jae-Bum Park,1.112674569339577
Trevor Fisher,1.110253346709713
Jason Schultz,1.1050472111597751
Richard S. Johnson,1.1033482634018315
Shaun Micheel,1.1025411531909357
Ryan Evans,1.1003980579011672
Aaron Watkins,1.0987302667124716
Derek Tolan,1.0972305458953808
Robert Allenby,1.0953049789365576
Jay Don Blake,1.0926910944599912
Nicolai Hojgaard,1.0904042512462229
Derek Ernst,1.090077958931374
Nelson Lauta Ledesma,1.08548180899759
Tom Whitney,1.0839420737681182
Todd Fischer,1.0829502821521049
Oliver Wilson,1.081721096703117
Pablo Larrazabal,1.0810125965536312
Duffy Waldorf,1.080204634966832
Prayad Marksaeng,1.0796114967161514
Steven Ihm,1.0691262986895678
Santiago Luna,1.0596081809786166
Matt Atkins,1.0545983360337452
Brandon Stone,1.0530713439597816
S.S.P. Chawrasia,1.0525119123632394
Andrew Dodt,1.0293118571098714
Smylie Kaufman,1.0261678841497266
Gary Stal,1.0256063979463224
David Markle,1.023501675436993
Victor Ciesielski,1.0235016754369828
Kyle Westmoreland,1.0230032031380114
Mathew Goggin,1.019816114976547
Will Cannon,1.0124667538186245
Marcelo Rozo,1.0117270638775766
Ryuichi Oda,1.0107107573000629
Miguel Tabuena,1.010418774948071
Kenny Pigman,1.00582649464378
Scott Jamieson,1.0008120051739953
Henrik Bjornstad,0.995956285102202
